irilyth,449663147676335,17592186044416,4271262009446271,4503599627370496
jimmosk,1796582409234351,70368744177664,8583114584947773,9007199254740992
Jota,7674359100044385,281474976710656,8537128104759287,9007199254740992
blackshadowshade,7194564987657829,281474976710656,4302532072914669,4503599627370496
glassonion,7302016358504913,281474976710656,4369322077575131,4503599627370496
yawetag,1635751392910345,70368744177664,8739718596874235,9007199254740992
Limax,7114562539915265,281474976710656,1086098504934141,1125899906842624
Mr_Grogg,3407985487720377,140737488355328,6748197209010891,4503599627370496
KermitTheBear,1451711300398313,70368744177664,4409271267948425,4503599627370496
borec_Loretta,7133293202063705,281474976710656,1481941640381629,562949953421312
elspethelle,4080585631538579,140737488355328,949129388386077,281474976710656
Squiddhartha,3430030753545197,140737488355328,8661942519445779,9007199254740992
ElihuRoot,3719614920275377,140737488355328,8641039424053115,9007199254740992
randomlife,6974192985450717,281474976710656,2195974091409263,2251799813685248
Caligari,684859043196649,35184372088832,1347622766150513,562949953421312
Kuni,7408560536433749,281474976710656,5409909139886351,4503599627370496
KevSaund,7455556490108689,281474976710656,4481972061647741,1125899906842624
ghostzephyr,6611696126767057,281474976710656,1720019694981455,1125899906842624
Oaktree,7290839141896539,281474976710656,2184238535674983,2251799813685248
Finngall,7429587458750983,281474976710656,3730340841098045,1125899906842624
zaph,4823824042107397,140737488355328,6508958856450201,2251799813685248
blinkingline,6834693681720607,281474976710656,8638826146484051,9007199254740992
anyGould,699401817551829,35184372088832,2039405514473297,562949953421312
alwayslurking,3622416567934883,140737488355328,8697269709602771,9007199254740992
schwa,642240228114703,17592186044416,5004005889352595,1125899906842624
Grayhawk,1349545462367585,70368744177664,8877282245847689,4503599627370496
wendella,6516023668081485,281474976710656,1650629835317427,1125899906842624
bluebec,4501329617464411,281474976710656,7697022564031353,2251799813685248
DvJones,1911139194168867,70368744177664,7638646998727909,2251799813685248
fnord,7620459778286815,281474976710656,7128218725712847,4503599627370496
Boot2daHead,6883557429323349,281474976710656,7546807506792307,4503599627370496
Fog,1765588844346153,70368744177664,5854536363209861,2251799813685248
smallfrogge,4103311733207493,140737488355328,1757132466968661,281474976710656
raymund,1731694421193129,70368744177664,4322988326457005,4503599627370496
Patman,5357559301293447,281474976710656,5717843965610431,2251799813685248
Heather,3364338947011911,140737488355328,3916402021265907,562949953421312
tavella,7092812442759431,281474976710656,1084568108209209,1125899906842624
shozman,3013609558582691,140737488355328,4219637690608979,1125899906842624
MiPona,7982193851805093,281474976710656,2657139850628889,562949953421312
Stoooooooo,1759833352354763,70368744177664,8661160986803917,9007199254740992
Hubbub,7270518059405143,281474976710656,8601128030637503,9007199254740992
jl8e,7636157242153003,281474976710656,567814251081311,562949953421312
devious,7286754537506079,281474976710656,2229698625788661,2251799813685248
mneme,1854112709124425,70368744177664,6636034194835021,2251799813685248
Dox,4269722261865261,281474976710656,817359594689087,140737488355328
Polonius,8104915267756337,281474976710656,7703232889121957,4503599627370496
Pjack,7213614472980151,281474976710656,786235579370719,281474976710656
