Shadowkeeper,2161870655700713,70368744177664,2841582496457385,2251799813685248
llippen5,3927473395123177,140737488355328,5277751976764441,4503599627370496
Bunnies,3912022084214607,140737488355328,8651072019944935,9007199254740992
McGinty,1647475507444941,70368744177664,8890977707889093,9007199254740992
Buck Godot,3306597546289677,140737488355328,4394769980930837,4503599627370496
Mirumoto,4090216256473079,140737488355328,8970149666060837,9007199254740992
Bennett,8319622053252123,281474976710656,8707254077577449,9007199254740992
Scorpion,8128095608133407,281474976710656,4457827117774219,4503599627370496
Abe Caine,867852000798243,35184372088832,8622412248969429,9007199254740992
Darwin,3455267798358977,140737488355328,2220732449351785,2251799813685248
Paul Erdos,1551343113107649,70368744177664,4641898292137269,4503599627370496
Horde O Ninjas,1827002319324633,70368744177664,2358331274742837,2251799813685248
Zero,471896798258249,17592186044416,5141462164432613,4503599627370496
haruspex,475628426592315,17592186044416,578592353151183,562949953421312
Sailor Mars,6894182793954369,281474976710656,8583665436668521,9007199254740992
Sailor Venus,3592065569899287,140737488355328,1130139860496901,1125899906842624
Hammer,7176552602301763,281474976710656,4308154417733351,4503599627370496
Avis,1616523261388099,70368744177664,4347425142199147,4503599627370496
Krosp,6889852554464831,281474976710656,72132771232735,70368744177664
Howling Wolf,777430698409299,35184372088832,4640580177126677,4503599627370496
Ayeka,1778427058743867,70368744177664,1215759530445357,1125899906842624
Merlin,1414640502435717,70368744177664,567031674802369,562949953421312
Tonase,7209842104329539,281474976710656,4422566439216097,4503599627370496
The GM,7052407057917367,281474976710656,2301419305092551,2251799813685248
Hope,3410415091969647,140737488355328,4480617658008417,4503599627370496
Chastity,1586336709625621,70368744177664,1150989817477915,1125899906842624
Hannah,6675011340168509,281474976710656,4326880101806069,4503599627370496
Stark,6873178287778173,281474976710656,4361164398690761,4503599627370496
Lisa,3438368575633477,140737488355328,4731283733802093,4503599627370496
Lorrie,885955852947851,35184372088832,9307117567409,8796093022208
Ogi,967708628702151,35184372088832,566266901339267,562949953421312
Patience,3536675483016513,140737488355328,4461945557960327,4503599627370496
Lancelot,3181640655792715,140737488355328,72205525013469,70368744177664
Echo,3575036911168783,140737488355328,8453798527107061,9007199254740992
Tiffany,6444055751829019,281474976710656,8755355452791573,9007199254740992
Carson,796327214786207,35184372088832,4456333501726831,4503599627370496
Honzo,7665240342394803,281474976710656,8868346620434039,9007199254740992
Mordred,5732714759588341,281474976710656,2329925353030695,2251799813685248
