RoxySheriffson,7687863256350671,281474976710656,4672148970831193,281474976710656
Bagels,3597577048817455,140737488355328,4425976834563519,1125899906842624
TheOrgg,7762497964120831,281474976710656,274483171615735,140737488355328
AnnoDomini,5972790612682107,281474976710656,2544737584054973,562949953421312
alwayslurking,7475639556460201,281474976710656,223087348241797,70368744177664
Cycozar,1815857033350151,70368744177664,4273319127999193,562949953421312
ElihuRoot,7601570707782179,281474976710656,3210402645854109,562949953421312
Kaori,1611144150311013,70368744177664,5096696017259151,281474976710656
Scipio,860714105208469,35184372088832,7408718493231289,1125899906842624
Blargh,8268269219974175,281474976710656,1339111570541341,281474976710656
nkmcalli,3563763028000281,140737488355328,4427698013999473,1125899906842624
blackshadowshade,2207115448834813,70368744177664,4550790903149491,1125899906842624
powerofzero,6166186076338959,281474976710656,5509239159993069,281474976710656
nycavri,4077618862131903,140737488355328,3180250464207501,1125899906842624
Oaktree,6195469972872343,562949953421312,8973694568733767,562949953421312
devious,8638269411992605,281474976710656,5835930729311095,2251799813685248
Jota,8161672642450793,281474976710656,2791196403337677,281474976710656
tasha,3429381507482673,140737488355328,3525001594299557,1125899906842624
Limax,4833518286879287,140737488355328,1154922548273511,70368744177664
RoberiusRex,3148815579523251,140737488355328,2668851731734605,140737488355328
Gizgo,8497944658152313,281474976710656,324559217672783,70368744177664
GamerXYZ,1835882922757199,70368744177664,659922122454031,281474976710656
xmbrst,2017785078522339,70368744177664,4314473875814889,2251799813685248
Vysion,3293124404255781,140737488355328,2259779648025177,562949953421312
jimmosk,450810214152711,17592186044416,2525925891920405,562949953421312
irilyth,5395999164498799,140737488355328,3466010801514513,281474976710656
Nonce,7029272797951007,281474976710656,2239284212072983,562949953421312
jl8e,8184109150426899,281474976710656,1749958449877943,562949953421312
KitarAran,5059834328513319,281474976710656,2339277676254249,281474976710656
Gryphon,2137043350863439,70368744177664,2570875623223863,1125899906842624
BMAIBagels,8613570753126811,281474976710656,6752631298692409,1125899906842624
Matt,4564683227187147,140737488355328,933649786995451,140737488355328
Captain_Clever,5742491068551351,281474976710656,2354601464594089,140737488355328
Darrin,981207098161709,35184372088832,5422154136466579,281474976710656
glassonion,3999663820722127,140737488355328,5226011345676223,562949953421312
KermitTheBear,5250426766687995,281474976710656,4165982063171965,562949953421312
skyhawkb,3398462294766693,140737488355328,850520581546231,70368744177664
pressme,5787176381505805,281474976710656,1265466108372507,70368744177664
Nala,1500590279123459,70368744177664,633302578919549,140737488355328
captconstruct,6325953764298699,281474976710656,4599115223582275,281474976710656
jeffboyardy,5530765948818579,281474976710656,1534226120885493,281474976710656
Thandrie,6650256991439445,281474976710656,6077865701897671,562949953421312
johnsnow,3697511932057893,140737488355328,3026379647090891,281474976710656
Polonius,8416260069589911,281474976710656,2671185166105615,281474976710656
manicfish,5559072550803945,281474976710656,2839519831120101,281474976710656
Bosco312,1491502912765759,70368744177664,2666992468309031,562949953421312
Smakky5,4302122748413155,140737488355328,43466390676159,4398046511104
ktvoelker,7374136004268397,281474976710656,2077327076558935,281474976710656
Boot2daHead,3475195003002433,140737488355328,4456258491531373,562949953421312
blinkingline,2048329668006789,70368744177664,8955890807006799,1125899906842624
randomlife,6217794173216859,281474976710656,3847252788722195,562949953421312
Sinbazo,6132961823881173,281474976710656,4707585098764037,562949953421312
